,Unnamed: 0,source,target,fraction,source_description,target_description,contingency
340,340,DP,MKTOXA,1,Declare make-believe reality.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
341,341,PD,MKTOXA,0.181818181818182,Promise.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
342,342,PD,PRCN,0.090909090909091,Promise.,Perform verbal move in game. | Count.,0
343,343,PD,RPCS,0.454545454545454,Promise.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
344,344,PD,STAPDWTXCT,0.090909090909091,Promise.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
345,345,PD,YYOO,0.181818181818182,Promise.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
346,346,RD,MKTOXA,0.333333333333333,Refuse to carry out an act requested or proposed by other.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
347,347,RD,PF,0.083333333333333,Refuse to carry out an act requested or proposed by other.,Prohibit/forbid/protest hearer's performance of an act,1
348,348,RD,RD,0.083333333333333,Refuse to carry out an act requested or proposed by other.,Refuse to carry out an act requested or proposed by other.,0
349,349,RD,RPCS,0.416666666666667,Refuse to carry out an act requested or proposed by other.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
350,350,RD,SI,0.083333333333333,Refuse to carry out an act requested or proposed by other.,State intent to carry out act by speaker.,1
351,351,CMEMED,PF,0.25,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,Prohibit/forbid/protest hearer's performance of an act,0
352,352,CMEMED,RT,0.25,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,Repeat or imitate other's utterance.,1
353,353,CMEMED,YYOO,0.5,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
354,354,PA,RPCS,0.25,Permit hearer to perform act.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
355,355,PA,RR,0.125,Permit hearer to perform act.,Request to repeat utterance.,1
356,356,PA,SI,0.125,Permit hearer to perform act.,State intent to carry out act by speaker.,1
357,357,PA,STAPDWTXCT,0.125,Permit hearer to perform act.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
358,358,PA,YYOO,0.375,Permit hearer to perform act.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
359,359,YD,RPCS,0.666666666666667,Agree to a declaration.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
360,360,YD,SI,0.333333333333333,Agree to a declaration.,State intent to carry out act by speaker.,1
361,361,AN,SI,0.222222222222222,Answer in the negative to yes/no question,State intent to carry out act by speaker.,1
362,362,AN,STAPDWTXCT,0.222222222222222,Answer in the negative to yes/no question,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
363,363,AN,YA,0.111111111111111,Answer in the negative to yes/no question,Answer a question with a yes/no question.,0
364,364,AN,YQTQ,0.333333333333333,Answer in the negative to yes/no question,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
365,365,AN,YYOO,0.111111111111111,Answer in the negative to yes/no question,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
