,source,target,fraction,source_description,target_description,contingency
,YY,OO,0.0625,Make a word-like utterance without clear function.,Unintelligible vocalization.,0
,YY,RT,0.0625,Make a word-like utterance without clear function.,Repeat or imitate other's utterance.,0
,YY,YY,0.8125,Make a word-like utterance without clear function.,Make a word-like utterance without clear function.,0
,AP,OO,0.083333333333333,Agree with proposition or proposal expressed by previous speaker,Unintelligible vocalization.,0
,AP,PR,0.055555555555556,Agree with proposition or proposal expressed by previous speaker,Perform verbal move in game.,1
,AP,ST,0.305555555555556,Agree with proposition or proposal expressed by previous speaker,Make a declarative statement.,0
,AP,YY,0.444444444444444,Agree with proposition or proposal expressed by previous speaker,Make a word-like utterance without clear function.,0
,CL,OO,0.177777777777778,Call attention to hearer by name or by substitute exclamations,Unintelligible vocalization.,0
,CL,YY,0.755555555555556,Call attention to hearer by name or by substitute exclamations,Make a word-like utterance without clear function.,0
,CT,OO,0.066666666666667,Correct provide correct verbal form in place of erroneous one.,Unintelligible vocalization.,0
,CT,RT,0.266666666666667,Correct provide correct verbal form in place of erroneous one.,Repeat or imitate other's utterance.,1
,CT,SA,0.066666666666667,Correct provide correct verbal form in place of erroneous one.,Answer a wh-question with a statement.,0
,CT,ST,0.066666666666667,Correct provide correct verbal form in place of erroneous one.,Make a declarative statement.,1
,CT,YY,0.533333333333333,Correct provide correct verbal form in place of erroneous one.,Make a word-like utterance without clear function.,0
,DW,OO,0.333333333333333,Disagree with proposition expressed by previous speaker.,Unintelligible vocalization.,0
,DW,ST,0.333333333333333,Disagree with proposition expressed by previous speaker.,Make a declarative statement.,1
,DW,YY,0.333333333333333,Disagree with proposition expressed by previous speaker.,Make a word-like utterance without clear function.,0
,EI,PR,0.173913043478261,Elicit imitation of word or sentence by modelling or by explicit command,Perform verbal move in game.,1
,EI,RT,0.434782608695652,Elicit imitation of word or sentence by modelling or by explicit command,Repeat or imitate other's utterance.,1
,EI,ST,0.086956521739131,Elicit imitation of word or sentence by modelling or by explicit command,Make a declarative statement.,0
,EI,YY,0.217391304347826,Elicit imitation of word or sentence by modelling or by explicit command,Make a word-like utterance without clear function.,0
,FP,OO,0.125,Ask for permission to carry out act.,Unintelligible vocalization.,0
,FP,PA,0.125,Ask for permission to carry out act.,Permit hearer to perform act.,1
,FP,PF,0.25,Ask for permission to carry out act.,Prohibit/forbid/protest hearer's performance of an act,1
,FP,ST,0.125,Ask for permission to carry out act.,Make a declarative statement.,0
,FP,TO,0.125,Ask for permission to carry out act.,Mark transfer of object to hearer,0
,FP,YY,0.25,Ask for permission to carry out act.,Make a word-like utterance without clear function.,0
,PM,OO,0.235294117647059,Praise for motor acts i.e for nonverbal behavior.,Unintelligible vocalization.,0
,PM,RT,0.058823529411765,Praise for motor acts i.e for nonverbal behavior.,Repeat or imitate other's utterance.,0
,PM,ST,0.058823529411765,Praise for motor acts i.e for nonverbal behavior.,Make a declarative statement.,1
,PM,YY,0.647058823529412,Praise for motor acts i.e for nonverbal behavior.,Make a word-like utterance without clear function.,0
,RR,OO,0.2,Request to repeat utterance.,Unintelligible vocalization.,0
,RR,ST,0.066666666666667,Request to repeat utterance.,Make a declarative statement.,0
,RR,YY,0.733333333333333,Request to repeat utterance.,Make a word-like utterance without clear function.,0
,SA,OO,0.129032258064516,Answer a wh-question with a statement.,Unintelligible vocalization.,0
,SA,PR,0.161290322580645,Answer a wh-question with a statement.,Perform verbal move in game.,1
,SA,ST,0.064516129032258,Answer a wh-question with a statement.,Make a declarative statement.,1
,SA,YY,0.612903225806452,Answer a wh-question with a statement.,Make a word-like utterance without clear function.,0
,TX,OO,0.121951219512195,Read or recite written text aloud.,Unintelligible vocalization.,0
,TX,YY,0.780487804878049,Read or recite written text aloud.,Make a word-like utterance without clear function.,0
,CM,PF,0.133333333333333,Commiserate express sympathy for hearer's distress.,Prohibit/forbid/protest hearer's performance of an act,0
,CM,RP,0.066666666666667,Commiserate express sympathy for hearer's distress.,Request propose or suggest an action for hearer or for hearer and speaker.,1
,CM,YY,0.8,Commiserate express sympathy for hearer's distress.,Make a word-like utterance without clear function.,0
,CS,PF,0.285714285714286,Counter-suggestion/ an indirect refusal.,Prohibit/forbid/protest hearer's performance of an act,1
,CS,RP,0.142857142857143,Counter-suggestion/ an indirect refusal.,Request propose or suggest an action for hearer or for hearer and speaker.,0
,CS,YY,0.571428571428571,Counter-suggestion/ an indirect refusal.,Make a word-like utterance without clear function.,0
,DC,PF,0.5,Create a new state of affairs by declaration,Prohibit/forbid/protest hearer's performance of an act,0
,DC,RP,0.25,Create a new state of affairs by declaration,Request propose or suggest an action for hearer or for hearer and speaker.,1
,DC,YY,0.25,Create a new state of affairs by declaration,Make a word-like utterance without clear function.,0
,EA,PR,0.470588235294118,Elicit onomatopoeic or animal sounds.,Perform verbal move in game.,1
,EA,YY,0.5,Elicit onomatopoeic or animal sounds.,Make a word-like utterance without clear function.,0
,RD,RP,0.5,Refuse to carry out an act requested or proposed by other.,Request propose or suggest an action for hearer or for hearer and speaker.,1
,RD,ST,0.5,Refuse to carry out an act requested or proposed by other.,Make a declarative statement.,1
,WD,RT,0.4,Warn of danger.,Repeat or imitate other's utterance.,1
,WD,YY,0.6,Warn of danger.,Make a word-like utterance without clear function.,0
,TQ,TA,0.333333333333333,Ask a limited-alternative yes/no question.,Answer a limited-alternative question.,1
,TQ,TO,0.333333333333333,Ask a limited-alternative yes/no question.,Mark transfer of object to hearer,0
,TQ,YY,0.333333333333333,Ask a limited-alternative yes/no question.,Make a word-like utterance without clear function.,0
,PA,TO,0.25,Permit hearer to perform act.,Mark transfer of object to hearer,1
,PA,YY,0.75,Permit hearer to perform act.,Make a word-like utterance without clear function.,0
,AA,YY,1,Answer in the affirmative to yes/no question.,Make a word-like utterance without clear function.,0
,CR,YY,1,Criticize or point out error in nonverbal act.,Make a word-like utterance without clear function.,0
,DS,YY,1,Disapprove scold protest disruptive behavior.,Make a word-like utterance without clear function.,0
,ED,YY,1,Exclaim in disapproval.,Make a word-like utterance without clear function.,0
,GI,YY,1,Give in/ accept other's insistence or refusal.,Make a word-like utterance without clear function.,0
,STAPDWTXCT,AA,0.006147540983607,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer in the affirmative to yes/no question.,0
,STAPDWTXCT,MKTOXA,0.059426229508197,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,STAPDWTXCT,PF,0.014344262295082,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Prohibit/forbid/protest hearer's performance of an act,0
,STAPDWTXCT,PRCN,0.032786885245902,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Perform verbal move in game. | Count.,1
,STAPDWTXCT,RPCS,0.008196721311475,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,STAPDWTXCT,RT,0.057377049180328,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Repeat or imitate other's utterance.,1
,STAPDWTXCT,STAPDWTXCT,0.069672131147541,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,STAPDWTXCT,YYOO,0.752049180327869,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,YA,AA,0.230769230769231,Answer a question with a yes/no question.,Answer in the affirmative to yes/no question.,1
,YA,YYOO,0.769230769230769,Answer a question with a yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,YQTQ,AA,0.117647058823529,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the affirmative to yes/no question.,1
,YQTQ,AN,0.035294117647059,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the negative to yes/no question,1
,YQTQ,MKTOXA,0.082352941176471,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,YQTQ,PRCN,0.023529411764706,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Perform verbal move in game. | Count.,0
,YQTQ,RPCS,0.01764705882353,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
,YQTQ,RT,0.01764705882353,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Repeat or imitate other's utterance.,0
,YQTQ,STAPDWTXCT,0.035294117647059,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
,YQTQ,YYOO,0.670588235294118,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,RPCS,ADALGI,0.013793103448276,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
,RPCS,MKTOXA,0.059770114942529,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,RPCS,PF,0.04367816091954,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Prohibit/forbid/protest hearer's performance of an act,1
,RPCS,PRCN,0.006896551724138,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Perform verbal move in game. | Count.,1
,RPCS,RD,0.052873563218391,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Refuse to carry out an act requested or proposed by other.,1
,RPCS,RPCS,0.018390804597701,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,RPCS,STAPDWTXCT,0.025287356321839,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,RPCS,YYOO,0.779310344827586,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,RQ,ADALGI,0.072463768115942,Yes/no question or suggestion about hearer's wishes and intentions,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,0
,RQ,MKTOXA,0.028985507246377,Yes/no question or suggestion about hearer's wishes and intentions,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,RQ,PF,0.021739130434783,Yes/no question or suggestion about hearer's wishes and intentions,Prohibit/forbid/protest hearer's performance of an act,0
,RQ,RD,0.094202898550725,Yes/no question or suggestion about hearer's wishes and intentions,Refuse to carry out an act requested or proposed by other.,1
,RQ,STAPDWTXCT,0.028985507246377,Yes/no question or suggestion about hearer's wishes and intentions,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,RQ,YYOO,0.753623188405797,Yes/no question or suggestion about hearer's wishes and intentions,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,ABPMET,MKTOXA,0.098360655737705,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,ABPMET,YYOO,0.901639344262295,Approve of appropriate behavior. | Praise for motor acts i.e for nonverbal behavior. | Express enthusiasm for hearer's performance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,AC,MKTOXA,0.04,Answer calls; show attentiveness to communications.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,AC,YYOO,0.96,Answer calls; show attentiveness to communications.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,MKTOXA,MKTOXA,0.087786259541985,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,MKTOXA,PF,0.026717557251908,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Prohibit/forbid/protest hearer's performance of an act,1
,MKTOXA,RD,0.011450381679389,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Refuse to carry out an act requested or proposed by other.,0
,MKTOXA,RPCS,0.019083969465649,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,MKTOXA,RT,0.019083969465649,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Repeat or imitate other's utterance.,1
,MKTOXA,STAPDWTXCT,0.034351145038168,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,MKTOXA,YYOO,0.801526717557252,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,PF,MKTOXA,0.065934065934066,Prohibit/forbid/protest hearer's performance of an act,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,PF,PF,0.153846153846154,Prohibit/forbid/protest hearer's performance of an act,Prohibit/forbid/protest hearer's performance of an act,1
,PF,RD,0.032967032967033,Prohibit/forbid/protest hearer's performance of an act,Refuse to carry out an act requested or proposed by other.,0
,PF,RT,0.032967032967033,Prohibit/forbid/protest hearer's performance of an act,Repeat or imitate other's utterance.,1
,PF,STAPDWTXCT,0.032967032967033,Prohibit/forbid/protest hearer's performance of an act,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,PF,YYOO,0.681318681318681,Prohibit/forbid/protest hearer's performance of an act,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,QN,MKTOXA,0.023391812865497,Ask a product-question (wh-question),Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,QN,PF,0.008771929824561,Ask a product-question (wh-question),Prohibit/forbid/protest hearer's performance of an act,0
,QN,PRCN,0.017543859649123,Ask a product-question (wh-question),Perform verbal move in game. | Count.,0
,QN,RD,0.014619883040936,Ask a product-question (wh-question),Refuse to carry out an act requested or proposed by other.,0
,QN,RPCS,0.02046783625731,Ask a product-question (wh-question),Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
,QN,RT,0.014619883040936,Ask a product-question (wh-question),Repeat or imitate other's utterance.,1
,QN,SA,0.204678362573099,Ask a product-question (wh-question),Answer a wh-question with a statement.,1
,QN,STAPDWTXCT,0.026315789473684,Ask a product-question (wh-question),Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
,QN,YYOO,0.669590643274854,Ask a product-question (wh-question),Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,YYOO,MKTOXA,0.075757575757576,Make a word-like utterance without clear function. | Unintelligible vocalization.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,YYOO,RPCS,0.045454545454546,Make a word-like utterance without clear function. | Unintelligible vocalization.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
,YYOO,YYOO,0.878787878787879,Make a word-like utterance without clear function. | Unintelligible vocalization.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,GR,PF,0.3,Give reason; justify a request for an action refusal or prohibition,Prohibit/forbid/protest hearer's performance of an act,0
,GR,YYOO,0.7,Give reason; justify a request for an action refusal or prohibition,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,PRCN,PF,0.02970297029703,Perform verbal move in game. | Count.,Prohibit/forbid/protest hearer's performance of an act,1
,PRCN,PRCN,0.069306930693069,Perform verbal move in game. | Count.,Perform verbal move in game. | Count.,1
,PRCN,RPCS,0.059405940594059,Perform verbal move in game. | Count.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,PRCN,RT,0.03960396039604,Perform verbal move in game. | Count.,Repeat or imitate other's utterance.,1
,PRCN,YYOO,0.801980198019802,Perform verbal move in game. | Count.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,EAEIECEX,PRCN,0.377358490566038,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Perform verbal move in game. | Count.,1
,EAEIECEX,RT,0.188679245283019,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Repeat or imitate other's utterance.,1
,EAEIECEX,YYOO,0.433962264150943,Elicit onomatopoeic or animal sounds. | Elicit imitation of word or sentence by modelling or by explicit command | Elicit completion of word or sentence. | Elicit completion of rote-learned text.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,SA,PRCN,0.178571428571429,Answer a wh-question with a statement.,Perform verbal move in game. | Count.,1
,SA,YYOO,0.821428571428571,Answer a wh-question with a statement.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,SS,STAPDWTXCT,0.176470588235294,Signal to start performing an act such as running or rolling a ball,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,SS,YYOO,0.823529411764706,Signal to start performing an act such as running or rolling a ball,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,AA,YYOO,1,Answer in the affirmative to yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,ADALGI,YYOO,1,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,CL,YYOO,1,Call attention to hearer by name or by substitute exclamations,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,CMEMED,YYOO,1,Commiserate express sympathy for hearer's distress. | Exclaim in distress pain. | Exclaim in disapproval.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,CRDS,YYOO,1,Criticize or point out error in nonverbal act. | Disapprove scold protest disruptive behavior.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,EQ,YYOO,1,Eliciting question (e.g. hmm?).,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,FP,YYOO,1,Ask for permission to carry out act.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,PA,YYOO,1,Permit hearer to perform act.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,RR,YYOO,1,Request to repeat utterance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,RT,YYOO,1,Repeat or imitate other's utterance.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,SI,YYOO,1,State intent to carry out act by speaker.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,WD,YYOO,1,Warn of danger.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,STAPDWTXCT,AA,0.010714285714286,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer in the affirmative to yes/no question.,0
,STAPDWTXCT,AC,0.025,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer calls; show attentiveness to communications.,0
,STAPDWTXCT,CL,0.013095238095238,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Call attention to hearer by name or by substitute exclamations,1
,STAPDWTXCT,DC,0.005952380952381,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Create a new state of affairs by declaration,1
,STAPDWTXCT,MKTOXA,0.047619047619048,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,1
,STAPDWTXCT,PF,0.008333333333333,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Prohibit/forbid/protest hearer's performance of an act,0
,STAPDWTXCT,PRCN,0.029761904761905,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Perform verbal move in game. | Count.,1
,STAPDWTXCT,QN,0.022619047619048,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Ask a product-question (wh-question),1
,STAPDWTXCT,RD,0.005952380952381,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Refuse to carry out an act requested or proposed by other.,0
,STAPDWTXCT,RPCS,0.064285714285714,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,1
,STAPDWTXCT,RT,0.147619047619048,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Repeat or imitate other's utterance.,1
,STAPDWTXCT,SA,0.019047619047619,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Answer a wh-question with a statement.,0
,STAPDWTXCT,SI,0.033333333333333,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,State intent to carry out act by speaker.,1
,STAPDWTXCT,STAPDWTXCT,0.248809523809524,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,1
,STAPDWTXCT,YQTQ,0.022619047619048,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Ask a yes/no question. | Ask a limited-alternative yes/no question.,1
,STAPDWTXCT,YYOO,0.295238095238095,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,YA,AA,1,Answer a question with a yes/no question.,Answer in the affirmative to yes/no question.,1
,YQTQ,AA,0.415343915343915,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the affirmative to yes/no question.,1
,YQTQ,AN,0.071428571428572,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Answer in the negative to yes/no question,1
,YQTQ,MKTOXA,0.026455026455027,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Mark occurrence of event (thank greet apologize congratulate etc.). | Mark transfer of object to hearer | Exhibit attentiveness to hearer.,0
,YQTQ,RD,0.015873015873016,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Refuse to carry out an act requested or proposed by other.,0
,YQTQ,RPCS,0.066137566137566,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,0
,YQTQ,RR,0.018518518518519,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Request to repeat utterance.,1
,YQTQ,RT,0.03968253968254,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Repeat or imitate other's utterance.,0
,YQTQ,SI,0.015873015873016,Ask a yes/no question. | Ask a limited-alternative yes/no question.,State intent to carry out act by speaker.,0
,YQTQ,STAPDWTXCT,0.060846560846561,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a declarative statement. | Agree with proposition or proposal expressed by previous speaker | Disagree with proposition expressed by previous speaker. | Read or recite written text aloud. | Correct provide correct verbal form in place of erroneous one.,0
,YQTQ,YYOO,0.26984126984127,Ask a yes/no question. | Ask a limited-alternative yes/no question.,Make a word-like utterance without clear function. | Unintelligible vocalization.,0
,RPCS,AC,0.011272141706924,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Answer calls; show attentiveness to communications.,1
,RPCS,ADALGI,0.090177133655395,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Agree to carry out an act requested or proposed by other. | Agree to do something for the last time. | Give in; accept other's insistence or refusal.,1
,RPCS,CL,0.012882447665056,Request propose or suggest an action for hearer or for hearer and speaker. | Counter-suggestion; an indirect refusal.,Call attention to hearer by name or by substitute exclamations,0
